ID,ClassificationID,ClassificationCode,Classification,Position
2569,35.0,ARC_S,Acradis PAA Salary,Design Manager Assitant
2570,35.0,ARC_S,Acradis PAA Salary,Flood Modeller/Drainage Engineer
2571,35.0,ARC_S,Acradis PAA Salary,Principal Durability Engineer
2572,35.0,ARC_S,Acradis PAA Salary,drainage enginner
2573,35.0,ARC_S,Acradis PAA Salary,BIM coordinator
2574,38.0,ARC_G,Arcadis GEC,GIS Graphic Designer
2575,36.0,JCB_S,Jacobs PAA Salary,Settlement Impact Lead
2576,36.0,JCB_S,Jacobs PAA Salary,Cut and Covers
2577,36.0,JCB_S,Jacobs PAA Salary,Senior Civil Engineer - Roads & Temporary Works
2578,36.0,JCB_S,Jacobs PAA Salary,Data Scientist
2579,36.0,JCB_S,Jacobs PAA Salary,Traffic Staging - Civil - Package Lead
2580,,,,Air Quality
2581,35.0,ARC_S,Acradis PAA Salary,Hydrogeologist
2582,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
2583,36.0,JCB_S,Jacobs PAA Salary,Structural/CFD Engineer
2584,36.0,JCB_S,Jacobs PAA Salary,Tunnel Engineer
2585,36.0,JCB_S,Jacobs PAA Salary,
2586,38.0,ARC_G,Arcadis GEC,Bluebeam Support
2587,35.0,ARC_S,Acradis PAA Salary,Cut and Cover Engieer
2588,36.0,JCB_S,Jacobs PAA Salary,Senior Planner
2589,36.0,JCB_S,Jacobs PAA Salary,Project Controls
2590,35.0,ARC_S,Acradis PAA Salary,Arcadis Cost Control
2591,38.0,ARC_G,Arcadis GEC,Road Designer
2592,38.0,ARC_G,Arcadis GEC,RD and Civil Designer
2593,,,,Durability
2594,36.0,JCB_S,Jacobs PAA Salary,Technical Director
2595,36.0,JCB_S,Jacobs PAA Salary,Discipline Lead for Building Services
2596,35.0,ARC_S,Acradis PAA Salary,Designer
2597,,,,Durability Consultant
2598,36.0,JCB_S,Jacobs PAA Salary,INTERN TUNNEL ENGINEER
2599,35.0,ARC_S,Acradis PAA Salary,Lighting&Electrical design
2601,36.0,JCB_S,Jacobs PAA Salary,Draughtsperson
2602,36.0,JCB_S,Jacobs PAA Salary,CFD modeller
2603,36.0,JCB_S,Jacobs PAA Salary,ORD Designer
2604,35.0,ARC_S,Acradis PAA Salary,Revit modeller/drafter
2605,35.0,ARC_S,Acradis PAA Salary,Environmental Advisor
2606,35.0,ARC_S,Acradis PAA Salary,Engineer-NTSP
2607,36.0,JCB_S,Jacobs PAA Salary,Dispersion Modelling
2609,,,,
2610,,,,
2611,35.0,ARC_S,Acradis PAA Salary,Durability
2612,36.0,JCB_S,Jacobs PAA Salary,Design GID Coordinator
2613,36.0,JCB_S,Jacobs PAA Salary,Revit Modeller
2614,35.0,ARC_S,Acradis PAA Salary,Commercial Analyst
2615,35.0,ARC_S,Acradis PAA Salary,Independent Verifier
2616,35.0,ARC_S,Acradis PAA Salary,Central Package Pavement Lead
2617,35.0,ARC_S,Acradis PAA Salary,Road Lighting PL
2618,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2619,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2620,35.0,ARC_S,Acradis PAA Salary,Engineer
2621,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2622,35.0,ARC_S,Acradis PAA Salary,
2623,35.0,ARC_S,Acradis PAA Salary,Roads Delivery Manager
2624,35.0,ARC_S,Acradis PAA Salary,Road Delivery Manager
2625,35.0,ARC_S,Acradis PAA Salary,Graduate Engineer
2626,35.0,ARC_S,Acradis PAA Salary,Graduate engineer
2627,35.0,ARC_S,Acradis PAA Salary,S1T / N5T Modeller
2628,35.0,ARC_S,Acradis PAA Salary,Electrical Engineer
2629,35.0,ARC_S,Acradis PAA Salary,ITS
2630,35.0,ARC_S,Acradis PAA Salary,
2631,35.0,ARC_S,Acradis PAA Salary,Geotechnical Engineer
2632,35.0,ARC_S,Acradis PAA Salary,Engineer
2633,35.0,ARC_S,Acradis PAA Salary,Bridge Modeler
2634,35.0,ARC_S,Acradis PAA Salary,Bridge Package Lead
2635,35.0,ARC_S,Acradis PAA Salary,Engineer 2
2636,35.0,ARC_S,Acradis PAA Salary,Civil Structures - Bridges - Team 6
2637,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2638,35.0,ARC_S,Acradis PAA Salary,Miscellaneous Structures Package Lead
2639,35.0,ARC_S,Acradis PAA Salary,Package lead for mainline intunnel structures
2640,35.0,ARC_S,Acradis PAA Salary,Package Lead
2641,35.0,ARC_S,Acradis PAA Salary,Senior Civil Structures Enginer
2642,35.0,ARC_S,Acradis PAA Salary,BIM Coordinator
2643,35.0,ARC_S,Acradis PAA Salary,Geotechnical Engineer
2644,35.0,ARC_S,Acradis PAA Salary,Geotechnical: Civil Structures
2645,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2646,35.0,ARC_S,Acradis PAA Salary,Designer
2647,35.0,ARC_S,Acradis PAA Salary,Senior Revit Designr
2648,35.0,ARC_S,Acradis PAA Salary,"Bridge Package Lead (BR01, BR02, BR03)"
2649,35.0,ARC_S,Acradis PAA Salary,Principal Technician
2650,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2651,35.0,ARC_S,Acradis PAA Salary,Civil Structures - Retaining Walls Engineer
2652,35.0,ARC_S,Acradis PAA Salary,Civil Engineer (South Precinct)
2653,36.0,JCB_S,Jacobs PAA Salary,
2654,36.0,JCB_S,Jacobs PAA Salary,
2655,36.0,JCB_S,Jacobs PAA Salary,
2656,35.0,ARC_S,Acradis PAA Salary,Geotechnical Engineer
2657,35.0,ARC_S,Acradis PAA Salary,Engineer
2658,35.0,ARC_S,Acradis PAA Salary,
2659,35.0,ARC_S,Acradis PAA Salary,Graduate Structural Engineer
2660,36.0,JCB_S,Jacobs PAA Salary,
2661,36.0,JCB_S,Jacobs PAA Salary,
2662,36.0,JCB_S,Jacobs PAA Salary,
2663,36.0,JCB_S,Jacobs PAA Salary,
2664,36.0,JCB_S,Jacobs PAA Salary,
2665,36.0,JCB_S,Jacobs PAA Salary,
2666,36.0,JCB_S,Jacobs PAA Salary,
2667,36.0,JCB_S,Jacobs PAA Salary,
2668,36.0,JCB_S,Jacobs PAA Salary,
2669,36.0,JCB_S,Jacobs PAA Salary,
2670,36.0,JCB_S,Jacobs PAA Salary,
2671,36.0,JCB_S,Jacobs PAA Salary,
2672,36.0,JCB_S,Jacobs PAA Salary,
2673,36.0,JCB_S,Jacobs PAA Salary,
2674,36.0,JCB_S,Jacobs PAA Salary,
2675,36.0,JCB_S,Jacobs PAA Salary,
2676,36.0,JCB_S,Jacobs PAA Salary,
2677,36.0,JCB_S,Jacobs PAA Salary,
2678,36.0,JCB_S,Jacobs PAA Salary,
2679,36.0,JCB_S,Jacobs PAA Salary,
2680,36.0,JCB_S,Jacobs PAA Salary,
2681,36.0,JCB_S,Jacobs PAA Salary,
2682,36.0,JCB_S,Jacobs PAA Salary,
2683,36.0,JCB_S,Jacobs PAA Salary,
2684,36.0,JCB_S,Jacobs PAA Salary,
2685,36.0,JCB_S,Jacobs PAA Salary,
2686,36.0,JCB_S,Jacobs PAA Salary,
2687,36.0,JCB_S,Jacobs PAA Salary,
2688,36.0,JCB_S,Jacobs PAA Salary,
2689,36.0,JCB_S,Jacobs PAA Salary,
2690,36.0,JCB_S,Jacobs PAA Salary,
2691,36.0,JCB_S,Jacobs PAA Salary,
2692,36.0,JCB_S,Jacobs PAA Salary,
2693,36.0,JCB_S,Jacobs PAA Salary,
2694,36.0,JCB_S,Jacobs PAA Salary,
2695,36.0,JCB_S,Jacobs PAA Salary,
2696,36.0,JCB_S,Jacobs PAA Salary,
2697,36.0,JCB_S,Jacobs PAA Salary,
2698,36.0,JCB_S,Jacobs PAA Salary,
2699,36.0,JCB_S,Jacobs PAA Salary,
2700,36.0,JCB_S,Jacobs PAA Salary,
2701,36.0,JCB_S,Jacobs PAA Salary,
2702,36.0,JCB_S,Jacobs PAA Salary,
2703,36.0,JCB_S,Jacobs PAA Salary,
2704,36.0,JCB_S,Jacobs PAA Salary,
2705,36.0,JCB_S,Jacobs PAA Salary,
2706,36.0,JCB_S,Jacobs PAA Salary,
2707,36.0,JCB_S,Jacobs PAA Salary,
2708,36.0,JCB_S,Jacobs PAA Salary,
2709,36.0,JCB_S,Jacobs PAA Salary,
2710,36.0,JCB_S,Jacobs PAA Salary,
2711,36.0,JCB_S,Jacobs PAA Salary,
2712,36.0,JCB_S,Jacobs PAA Salary,
2713,36.0,JCB_S,Jacobs PAA Salary,
2714,36.0,JCB_S,Jacobs PAA Salary,
2715,36.0,JCB_S,Jacobs PAA Salary,
2716,36.0,JCB_S,Jacobs PAA Salary,
2717,36.0,JCB_S,Jacobs PAA Salary,
2718,36.0,JCB_S,Jacobs PAA Salary,
2719,36.0,JCB_S,Jacobs PAA Salary,
2720,36.0,JCB_S,Jacobs PAA Salary,
2721,36.0,JCB_S,Jacobs PAA Salary,
2722,36.0,JCB_S,Jacobs PAA Salary,
2723,36.0,JCB_S,Jacobs PAA Salary,
2724,36.0,JCB_S,Jacobs PAA Salary,
2725,36.0,JCB_S,Jacobs PAA Salary,
2726,36.0,JCB_S,Jacobs PAA Salary,
2727,36.0,JCB_S,Jacobs PAA Salary,
2728,36.0,JCB_S,Jacobs PAA Salary,
2729,36.0,JCB_S,Jacobs PAA Salary,
2730,36.0,JCB_S,Jacobs PAA Salary,
2731,36.0,JCB_S,Jacobs PAA Salary,
2732,36.0,JCB_S,Jacobs PAA Salary,
2733,35.0,ARC_S,Acradis PAA Salary,Road Design - Traffic Staging
2734,35.0,ARC_S,Acradis PAA Salary,OTL Carbon Estimation (Sustainability and Digital)
2735,36.0,JCB_S,Jacobs PAA Salary,
2736,35.0,ARC_S,Acradis PAA Salary,Structural Enginner
2737,35.0,ARC_S,Acradis PAA Salary,Revit Modeller
2738,35.0,ARC_S,Acradis PAA Salary,North - Road Design Technical Lead
2739,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2740,35.0,ARC_S,Acradis PAA Salary,Geometry Lead
2741,36.0,JCB_S,Jacobs PAA Salary,
2742,36.0,JCB_S,Jacobs PAA Salary,
2743,36.0,JCB_S,Jacobs PAA Salary,
2744,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil
2745,36.0,JCB_S,Jacobs PAA Salary,ITS CAD lead
2746,36.0,JCB_S,Jacobs PAA Salary,Associate Bridge Engineer (Structures)
2747,36.0,JCB_S,Jacobs PAA Salary,Pavement Engineer
2748,36.0,JCB_S,Jacobs PAA Salary,Bridge engineer
2749,36.0,JCB_S,Jacobs PAA Salary,Building Structures Senior Engineer
2750,36.0,JCB_S,Jacobs PAA Salary,BIM Lead - Building Structures
2751,36.0,JCB_S,Jacobs PAA Salary,
2752,36.0,JCB_S,Jacobs PAA Salary,Drainage Engineer
2753,36.0,JCB_S,Jacobs PAA Salary,Pavement Engineer
2754,36.0,JCB_S,Jacobs PAA Salary,
2755,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 1
2756,36.0,JCB_S,Jacobs PAA Salary,
2757,36.0,JCB_S,Jacobs PAA Salary,
2758,36.0,JCB_S,Jacobs PAA Salary,Building Structures Eng
2759,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Retaining Walls Engineer
2760,36.0,JCB_S,Jacobs PAA Salary,Building Structures Eng
2761,36.0,JCB_S,Jacobs PAA Salary,Senior Bridge Engineer
2762,36.0,JCB_S,Jacobs PAA Salary,Graduate Structural Engineer
2764,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil
2765,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Retaining Walls Engineer
2766,36.0,JCB_S,Jacobs PAA Salary,Geotechnical: Civil Structures
2767,36.0,JCB_S,Jacobs PAA Salary,Geotechnical: Civil Structures
2768,36.0,JCB_S,Jacobs PAA Salary,Structural Engineer
2769,36.0,JCB_S,Jacobs PAA Salary,Structures - Noise Walls
2770,36.0,JCB_S,Jacobs PAA Salary,Drainage
2771,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil
2772,36.0,JCB_S,Jacobs PAA Salary,Drainage
2773,36.0,JCB_S,Jacobs PAA Salary,Assistant PDM North
2774,36.0,JCB_S,Jacobs PAA Salary,Bridge Engineer
2775,36.0,JCB_S,Jacobs PAA Salary,Quality Advisor
2776,36.0,JCB_S,Jacobs PAA Salary,ITS Modeler
2777,36.0,JCB_S,Jacobs PAA Salary,Geotechnical: Civil Structures
2778,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Retaining Walls Engineer
2779,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil
2780,36.0,JCB_S,Jacobs PAA Salary,Structures BIM Coordinator
2781,36.0,JCB_S,Jacobs PAA Salary,Structures - Piled Retaining Walls Team A
2782,36.0,JCB_S,Jacobs PAA Salary,Lead Revit modeller
2784,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 1 / 3
2785,36.0,JCB_S,Jacobs PAA Salary,Structures - Noise Walls
2786,36.0,JCB_S,Jacobs PAA Salary,Civil Designer
2787,36.0,JCB_S,Jacobs PAA Salary,Structural Engineer
2788,36.0,JCB_S,Jacobs PAA Salary,DIGITAL HYDRALIC LEAD
2789,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil
2790,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 1
2791,36.0,JCB_S,Jacobs PAA Salary,Geospatial Analyst
2792,36.0,JCB_S,Jacobs PAA Salary,Civil Structures -Cut & Cover STNP Lead
2793,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
2794,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 3
2795,36.0,JCB_S,Jacobs PAA Salary,Bridge Engineer
2796,36.0,JCB_S,Jacobs PAA Salary,Strutures -Drainage Structures - Modeller
2797,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Drafter
2798,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
2799,36.0,JCB_S,Jacobs PAA Salary,
2800,36.0,JCB_S,Jacobs PAA Salary,Roads and Highways Engineer
2801,36.0,JCB_S,Jacobs PAA Salary,Drainage Engineer
2802,36.0,JCB_S,Jacobs PAA Salary,Bridge Engineer
2803,36.0,JCB_S,Jacobs PAA Salary,BRIDGE DRAFTER
2804,36.0,JCB_S,Jacobs PAA Salary,Tunnel Design
2805,36.0,JCB_S,Jacobs PAA Salary,Traffic Signals Designer
2806,36.0,JCB_S,Jacobs PAA Salary,Civil Structures -Cut & Cover NTNP Lead
2807,36.0,JCB_S,Jacobs PAA Salary,Package Lead
2808,36.0,JCB_S,Jacobs PAA Salary,Bridge Engineer
2809,36.0,JCB_S,Jacobs PAA Salary,Independent Verifier (Geotechnical & Tunnel)
2810,36.0,JCB_S,Jacobs PAA Salary,Revit/Cad Drafter
2811,36.0,JCB_S,Jacobs PAA Salary,Structural Engineer
2812,36.0,JCB_S,Jacobs PAA Salary,Structures - Piled Retaining Walls Team A
2813,38.0,ARC_G,Arcadis GEC,Road Deck Designer
2814,35.0,ARC_S,Acradis PAA Salary,BIM Lead – Retaining Walls/Misc Structures
2815,35.0,ARC_S,Acradis PAA Salary,Senior Drafter
2816,35.0,ARC_S,Acradis PAA Salary,ITS DE Coordinator
2817,35.0,ARC_S,Acradis PAA Salary,Signs & lines lead
2818,38.0,ARC_G,Arcadis GEC,BIM Modeller
2819,38.0,ARC_G,Arcadis GEC,BIM Modeller
2820,38.0,ARC_G,Arcadis GEC,Bim Modeller / Drafter
2821,36.0,JCB_S,Jacobs PAA Salary,Bridge Designer
2822,36.0,JCB_S,Jacobs PAA Salary,Lead Engineer - Bridges - Team 8
2823,36.0,JCB_S,Jacobs PAA Salary,Misc Structures - Bridges / Noise Walls - Drafter
2824,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 8
2825,36.0,JCB_S,Jacobs PAA Salary,Lead Technician/Revit Modelar
2826,38.0,ARC_G,Arcadis GEC,Civil Structures - Bridges
2828,36.0,JCB_S,Jacobs PAA Salary,Principal Revit Technician
2829,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 8
2830,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 8
2832,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 8
2833,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 8
2834,38.0,ARC_G,Arcadis GEC,BIM Modeller/Drafter
2835,38.0,ARC_G,Arcadis GEC,Design Engineer
2836,35.0,ARC_S,Acradis PAA Salary,Resourcing Manager/ Traffic & Transport PL
2837,38.0,ARC_G,Arcadis GEC,In-Tunnel Structures
2838,36.0,JCB_S,Jacobs PAA Salary,
2839,35.0,ARC_S,Acradis PAA Salary,Senior Civil Engineer
2840,38.0,ARC_G,Arcadis GEC,Road Designer
2841,35.0,ARC_S,Acradis PAA Salary,Drainage
2842,38.0,ARC_G,Arcadis GEC,Drainage Engineer
2843,38.0,ARC_G,Arcadis GEC,Drainage Engineer
2844,38.0,ARC_G,Arcadis GEC,BIM Modeller
2845,35.0,ARC_S,Acradis PAA Salary,Feature Lighting PL
2846,38.0,ARC_G,Arcadis GEC,BIM Modeller
2847,35.0,ARC_S,Acradis PAA Salary,Geotechnical - Contam.
2848,38.0,ARC_G,Arcadis GEC,Civil Structures - Bridges - Drafter
2849,38.0,ARC_G,Arcadis GEC,BIM Modelling and Drafting
2850,38.0,ARC_G,Arcadis GEC,In-Tunnel Structures
2851,38.0,ARC_G,Arcadis GEC,Senior Structural Engineer
2852,38.0,ARC_G,Arcadis GEC,Civil Structures - Bridges - Drafter
2853,38.0,ARC_G,Arcadis GEC,Bim Modeller
2854,38.0,ARC_G,Arcadis GEC,Civil Structures - Bridges - Team 2
2855,35.0,ARC_S,Acradis PAA Salary,Undergraduate Transport Modeller
2856,36.0,JCB_S,Jacobs PAA Salary,
2857,,,,
2858,35.0,ARC_S,Acradis PAA Salary,ITS Engineer
2859,35.0,ARC_S,Acradis PAA Salary,Graduate ITS Engineer
2860,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Drafter
2861,36.0,JCB_S,Jacobs PAA Salary,Building Structures Eng
2862,36.0,JCB_S,Jacobs PAA Salary,Assistance SiD
2863,36.0,JCB_S,Jacobs PAA Salary,
2864,36.0,JCB_S,Jacobs PAA Salary,Groundwater Quality and Contamination
2865,36.0,JCB_S,Jacobs PAA Salary,
2866,36.0,JCB_S,Jacobs PAA Salary,GID Lead
2867,,,,
2868,35.0,ARC_S,Acradis PAA Salary,BIM
2869,38.0,ARC_G,Arcadis GEC,BIM Coordinator
2870,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil
2871,35.0,ARC_S,Acradis PAA Salary,N5T and S1T Engineer
2872,36.0,JCB_S,Jacobs PAA Salary,Revit Modeller
2873,36.0,JCB_S,Jacobs PAA Salary,Senior Hydrogeologist
2917,35.0,ARC_S,Acradis PAA Salary,Utility Engineer
2918,36.0,JCB_S,Jacobs PAA Salary,Utilities Designer
2919,36.0,JCB_S,Jacobs PAA Salary,Senior ITS Engineer
2920,35.0,ARC_S,Acradis PAA Salary,Revit modeller/drafter
2921,38.0,ARC_G,Arcadis GEC,SeniorEngineer- Drainage
2922,35.0,ARC_S,Acradis PAA Salary,Civil Designer
2923,36.0,JCB_S,Jacobs PAA Salary,Revit Modeller
2926,35.0,ARC_S,Acradis PAA Salary,Principal Structural and Durability Engineer
2927,36.0,JCB_S,Jacobs PAA Salary,Commerical Lead
2928,36.0,JCB_S,Jacobs PAA Salary,CAD Manager
2929,36.0,JCB_S,Jacobs PAA Salary,Senior Security Consultant
2930,35.0,ARC_S,Acradis PAA Salary,Independent Verifier
2931,35.0,ARC_S,Acradis PAA Salary,CAD Technician
2932,36.0,JCB_S,Jacobs PAA Salary,Independent Verifier
2933,,,,
2934,,,,
2935,,,,
2936,36.0,JCB_S,Jacobs PAA Salary,
2937,36.0,JCB_S,Jacobs PAA Salary,STNP Design lead
2938,36.0,JCB_S,Jacobs PAA Salary,
2940,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Bridges - Team 8
2941,38.0,ARC_G,Arcadis GEC,Civil Structures - Bridges - Drafter
2942,36.0,JCB_S,Jacobs PAA Salary,Structures - Drainage Structures
2943,35.0,ARC_S,Acradis PAA Salary,Senior Structural Engineer
2945,35.0,ARC_S,Acradis PAA Salary,Retaining Walls Delivery Manager
2946,38.0,ARC_G,Arcadis GEC,BIM Lead In-Tunnel Structures
2947,38.0,ARC_G,Arcadis GEC,
2948,35.0,ARC_S,Acradis PAA Salary,Utilities Engineer
2949,36.0,JCB_S,Jacobs PAA Salary,
2950,36.0,JCB_S,Jacobs PAA Salary,
2952,36.0,JCB_S,Jacobs PAA Salary,Utility Engineer
2953,36.0,JCB_S,Jacobs PAA Salary,N5S PUP Designer/modeller
2954,35.0,ARC_S,Acradis PAA Salary,Electrical and Lighting Engineer
2955,35.0,ARC_S,Acradis PAA Salary,Civil Engineer
2956,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil
2957,36.0,JCB_S,Jacobs PAA Salary,Road Design - Permanent Works
2959,38.0,ARC_G,Arcadis GEC,Structural Engineer
2960,38.0,ARC_G,Arcadis GEC,Structural Engineer
2961,38.0,ARC_G,Arcadis GEC,
2962,35.0,ARC_S,Acradis PAA Salary,Verifier Structures
2963,,,,
2964,38.0,ARC_G,Arcadis GEC,Senior Structural Engineer (TBC)
2965,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2966,38.0,ARC_G,Arcadis GEC,Building Structures Eng
2967,38.0,ARC_G,Arcadis GEC,BIM Modeler
2968,38.0,ARC_G,Arcadis GEC,Senior BIM Modeler
2969,36.0,JCB_S,Jacobs PAA Salary,Building Structures SME
2970,35.0,ARC_S,Acradis PAA Salary,
2971,36.0,JCB_S,Jacobs PAA Salary,
2972,35.0,ARC_S,Acradis PAA Salary,Zone Design Manager - C2S
2973,35.0,ARC_S,Acradis PAA Salary,
2974,35.0,ARC_S,Acradis PAA Salary,Drainage Engineer
2975,36.0,JCB_S,Jacobs PAA Salary,Graduate Civil Engineer
2976,35.0,ARC_S,Acradis PAA Salary,
2977,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2978,35.0,ARC_S,Acradis PAA Salary,Senior CAD Technician
2979,35.0,ARC_S,Acradis PAA Salary,Package Lead
2982,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Retaining Walls Engineer (PL)
2983,35.0,ARC_S,Acradis PAA Salary,Senior Structural Engineer
2984,,,,
2985,,,,
2986,36.0,JCB_S,Jacobs PAA Salary,Structures - Signs and Gantries
2987,35.0,ARC_S,Acradis PAA Salary,Civil Structures - Retaining Walls Drafter
2988,36.0,JCB_S,Jacobs PAA Salary,Civil Structures - Retaining Walls Drafter
2989,35.0,ARC_S,Acradis PAA Salary,Snr Structural Engineer
2990,35.0,ARC_S,Acradis PAA Salary,Engineer
2991,36.0,JCB_S,Jacobs PAA Salary,
2992,36.0,JCB_S,Jacobs PAA Salary,
2993,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2994,35.0,ARC_S,Acradis PAA Salary,Engineer
2995,36.0,JCB_S,Jacobs PAA Salary,Building Structures Eng
2996,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2997,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2998,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
2999,35.0,ARC_S,Acradis PAA Salary,Senior BIM modeller / draftee
3000,35.0,ARC_S,Acradis PAA Salary,Engineer
3001,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
3002,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
3003,,,,
3004,36.0,JCB_S,Jacobs PAA Salary,
3005,36.0,JCB_S,Jacobs PAA Salary,Tunnel Design
3006,36.0,JCB_S,Jacobs PAA Salary,
3007,36.0,JCB_S,Jacobs PAA Salary,
3008,36.0,JCB_S,Jacobs PAA Salary,
3009,36.0,JCB_S,Jacobs PAA Salary,
3010,36.0,JCB_S,Jacobs PAA Salary,
3012,36.0,JCB_S,Jacobs PAA Salary,
3013,36.0,JCB_S,Jacobs PAA Salary,Road Design - Traffic Staging
3014,,,,
3015,35.0,ARC_S,Acradis PAA Salary,Drainage Engineer
3016,36.0,JCB_S,Jacobs PAA Salary,
3017,35.0,ARC_S,Acradis PAA Salary,Independent Verifier
3018,38.0,ARC_G,Arcadis GEC,
3019,36.0,JCB_S,Jacobs PAA Salary,Structural Engineer
3020,36.0,JCB_S,Jacobs PAA Salary,Independent Verifier - Bridges
3021,36.0,JCB_S,Jacobs PAA Salary,Senior Associate Bridge Engineer
3022,36.0,JCB_S,Jacobs PAA Salary,Structures Internal Verifier
3023,36.0,JCB_S,Jacobs PAA Salary,Structural Drafting Check Coordinator
3024,36.0,JCB_S,Jacobs PAA Salary,
3025,36.0,JCB_S,Jacobs PAA Salary,
3026,36.0,JCB_S,Jacobs PAA Salary,
3027,36.0,JCB_S,Jacobs PAA Salary,Roads & Civil PL
3028,36.0,JCB_S,Jacobs PAA Salary,Chief Engineer/Technical Manager
3029,36.0,JCB_S,Jacobs PAA Salary,
3031,36.0,JCB_S,Jacobs PAA Salary,
3032,36.0,JCB_S,Jacobs PAA Salary,IV
3033,36.0,JCB_S,Jacobs PAA Salary,Engineering Geology Reviewer/Challenge Team
3034,36.0,JCB_S,Jacobs PAA Salary,Verifier
3035,36.0,JCB_S,Jacobs PAA Salary,Building Structures Verifier
3036,35.0,ARC_S,Acradis PAA Salary,Verifier - Civil
3037,35.0,ARC_S,Acradis PAA Salary,Structural Engineer
3038,36.0,JCB_S,Jacobs PAA Salary,Senior HSE Advisor
3039,,,,
3040,36.0,JCB_S,Jacobs PAA Salary,Structural drafter/modeller
3041,36.0,JCB_S,Jacobs PAA Salary,Checker
3042,36.0,JCB_S,Jacobs PAA Salary,Cut and Cover Design Delivery Manager
3043,36.0,JCB_S,Jacobs PAA Salary,electrical modeller
3044,36.0,JCB_S,Jacobs PAA Salary,Senoir BIM Moddeller
3045,35.0,ARC_S,Acradis PAA Salary,IV
3046,36.0,JCB_S,Jacobs PAA Salary,Document Controller
3047,36.0,JCB_S,Jacobs PAA Salary,Structural BIM Modeller
3048,36.0,JCB_S,Jacobs PAA Salary,N5S PUP Lead
3049,36.0,JCB_S,Jacobs PAA Salary,Mechanical Engineer
3050,36.0,JCB_S,Jacobs PAA Salary,Structural Technician
3051,36.0,JCB_S,Jacobs PAA Salary,Hydrogeology Technical Review
3052,36.0,JCB_S,Jacobs PAA Salary,air quality modelling support
3053,35.0,ARC_S,Acradis PAA Salary,Senior Document Controller
3054,35.0,ARC_S,Acradis PAA Salary,Fire safety specialist
3055,36.0,JCB_S,Jacobs PAA Salary,Package Lead
3057,36.0,JCB_S,Jacobs PAA Salary,Utilities CAD Lead
3058,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
3059,36.0,JCB_S,Jacobs PAA Salary,Package Leader - Team 3 Bridges
3060,36.0,JCB_S,Jacobs PAA Salary,Senior Structural Engineer
3061,36.0,JCB_S,Jacobs PAA Salary,
3091,35.0,ARC_S,Acradis PAA Salary,Independant Verifier - electrical
3264,36.0,JCB_S,Jacobs PAA Salary,Building Services - Mechanical Engineer
3265,36.0,JCB_S,Jacobs PAA Salary,Geotechnical Engineer
3267,36.0,JCB_S,Jacobs PAA Salary,Hydraulic Lead
3268,35.0,ARC_S,Acradis PAA Salary,Package Lead
3269,35.0,ARC_S,Acradis PAA Salary,Discipline Lead - Fire Services (Wet & Dry)
3270,35.0,ARC_S,Acradis PAA Salary,Mechanical Engineer
3271,35.0,ARC_S,Acradis PAA Salary,IV - Building Services
